LAT,LON,YEAR,MO,DY,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,RH2M,T2M_MAX,T2M_MIN
8.5,-72.5,2023,5,9,7.04,5.83,49.16,38.67,27.52
9.5,-72.5,2023,5,9,7.03,5.88,54.44,38.85,27.89
10.5,-72.5,2023,5,9,7.09,5.21,65.07,33.54,23.28
11.5,-72.5,2023,5,9,6.98,5.18,68.24,34.86,26.82
7.5,-72.5,2023,5,10,7.29,3.7,84.63,22.73,15.32
8.5,-72.5,2023,5,10,6.96,4.69,52.97,37.57,27.17
9.5,-72.5,2023,5,10,6.91,4.65,65.83,36.01,25.96
10.5,-72.5,2023,5,10,7.13,4.23,70.22,31.58,22.99
11.5,-72.5,2023,5,10,7.03,4.48,67.99,34.35,26.28
7.5,-72.5,2023,5,11,7.36,5.72,77.8,24.0,15.16
8.5,-72.5,2023,5,11,7.14,5.9,43.41,40.95,28.21
9.5,-72.5,2023,5,11,7.15,6.35,53.56,39.48,27.3
10.5,-72.5,2023,5,11,7.29,6.19,60.78,33.95,22.64
11.5,-72.5,2023,5,11,7.21,6.72,66.84,34.36,25.83
7.5,-72.5,2023,5,12,7.51,4.63,81.58,23.22,14.48
8.5,-72.5,2023,5,12,7.12,5.6,50.23,37.46,27.34
9.5,-72.5,2023,5,12,7.13,6.65,56.44,36.49,26.98
10.5,-72.5,2023,5,12,7.31,6.53,63.65,34.15,21.7
11.5,-72.5,2023,5,12,7.33,6.37,63.18,36.68,25.12
7.5,-72.5,2023,5,13,7.31,4.36,87.9,22.37,15.45
8.5,-72.5,2023,5,13,7.01,5.61,50.74,38.49,27.4
9.5,-72.5,2023,5,13,7.01,5.86,57.85,37.93,26.73
10.5,-72.5,2023,5,13,7.13,5.8,66.35,32.23,22.23
11.5,-72.5,2023,5,13,7.11,6.11,68.78,35.19,25.83
7.5,-72.5,2023,5,14,7.34,4.08,89.16,23.05,16.18
8.5,-72.5,2023,5,14,7.03,5.46,67.71,34.47,26.31
9.5,-72.5,2023,5,14,7.0,5.49,76.6,32.74,25.69
10.5,-72.5,2023,5,14,7.01,3.35,79.35,28.9,22.41
11.5,-72.5,2023,5,14,6.9,4.06,81.16,31.7,25.91
7.5,-72.5,2023,5,15,7.48,4.02,90.07,21.08,15.77
8.5,-72.5,2023,5,15,7.15,4.76,72.52,33.42,25.39
9.5,-72.5,2023,5,15,7.11,4.93,77.23,32.46,25.19
10.5,-72.5,2023,5,15,6.99,4.31,78.87,26.85,21.79
11.5,-72.5,2023,5,15,6.95,4.93,77.13,32.27,25.56
7.5,-72.5,2023,5,16,7.47,4.17,80.97,25.0,14.55
8.5,-72.5,2023,5,16,7.22,2.02,56.91,39.29,26.48
9.5,-72.5,2023,5,16,7.14,1.46,62.93,37.54,25.84
10.5,-72.5,2023,5,16,7.06,3.43,76.8,31.93,21.9
11.5,-72.5,2023,5,16,6.94,4.64,80.06,32.6,25.42
7.5,-72.5,2023,5,17,7.4,5.09,82.62,24.2,15.28
8.5,-72.5,2023,5,17,7.05,5.18,72.44,33.48,25.57
9.5,-72.5,2023,5,17,7.01,5.87,78.47,33.5,25.37
10.5,-72.5,2023,5,17,7.13,6.22,75.01,32.16,21.73
11.5,-72.5,2023,5,17,7.06,5.91,80.78,32.67,25.36
7.5,-72.5,2023,5,18,7.41,5.08,82.56,24.19,14.14
8.5,-72.5,2023,5,18,7.13,5.95,54.74,40.69,26.2
9.5,-72.5,2023,5,18,7.16,6.54,64.17,38.01,26.34
10.5,-72.5,2023,5,18,7.24,6.09,74.04,30.5,22.75
11.5,-72.5,2023,5,18,7.29,5.94,73.77,35.08,25.23
7.5,-72.5,2023,5,19,7.29,4.76,83.95,24.16,16.99
8.5,-72.5,2023,5,19,7.09,5.33,51.68,39.88,28.02
9.5,-72.5,2023,5,19,7.04,5.88,57.01,38.24,26.78
10.5,-72.5,2023,5,19,7.1,5.46,72.74,31.61,22.4
11.5,-72.5,2023,5,19,7.15,5.88,70.86,35.0,25.89
7.5,-72.5,2023,5,20,7.37,3.78,85.69,22.94,16.09
8.5,-72.5,2023,5,20,7.04,4.58,58.12,36.89,26.98
9.5,-72.5,2023,5,20,6.99,4.67,61.07,38.49,26.58
10.5,-72.5,2023,5,20,7.07,4.71,68.63,34.46,22.77
11.5,-72.5,2023,5,20,7.13,5.47,71.67,35.64,25.74
7.5,-72.5,2023,5,21,7.36,3.43,85.07,23.92,16.11
8.5,-72.5,2023,5,21,7.0,3.26,71.79,34.94,26.5
9.5,-72.5,2023,5,21,6.99,2.81,75.92,33.62,26.31
10.5,-72.5,2023,5,21,7.13,3.35,79.89,30.94,22.79
11.5,-72.5,2023,5,21,7.1,4.62,72.61,34.08,25.93
7.5,-72.5,2023,5,22,7.11,3.11,93.4,20.69,16.48
8.5,-72.5,2023,5,22,7.2,4.11,88.63,29.15,24.66
9.5,-72.5,2023,5,22,7.2,5.5,79.38,32.15,25.28
10.5,-72.5,2023,5,22,7.25,6.19,72.81,32.49,21.67
11.5,-72.5,2023,5,22,7.06,6.09,70.16,36.62,25.3
7.5,-72.5,2023,5,23,7.32,4.0,87.57,23.16,15.64
8.5,-72.5,2023,5,23,7.13,5.51,79.13,34.06,24.77
9.5,-72.5,2023,5,23,7.16,5.85,70.94,36.49,24.22
10.5,-72.5,2023,5,23,7.37,5.92,71.89,33.52,21.66
11.5,-72.5,2023,5,23,7.34,6.76,71.51,36.13,25.19
7.5,-72.5,2023,5,24,7.32,4.23,90.6,21.5,15.94
8.5,-72.5,2023,5,24,7.0,4.82,85.91,29.23,25.06
9.5,-72.5,2023,5,24,7.0,4.9,75.09,32.18,26.16
10.5,-72.5,2023,5,24,7.22,5.0,68.52,33.27,22.38
11.5,-72.5,2023,5,24,7.36,6.13,70.21,35.92,25.4
7.5,-72.5,2023,5,25,7.4,3.68,86.32,23.1,15.45
8.5,-72.5,2023,5,25,6.88,4.39,75.76,34.96,24.63
9.5,-72.5,2023,5,25,6.87,3.48,75.66,35.78,25.74
10.5,-72.5,2023,5,25,7.05,4.12,88.18,27.17,22.43
11.5,-72.5,2023,5,25,7.09,4.21,87.66,28.91,25.94
7.5,-72.5,2023,5,26,7.21,3.91,83.47,23.38,14.77
8.5,-72.5,2023,5,26,7.03,4.71,70.0,37.47,24.14
9.5,-72.5,2023,5,26,7.05,5.22,72.86,36.69,25.13
10.5,-72.5,2023,5,26,7.24,5.51,78.37,31.33,21.83
11.5,-72.5,2023,5,26,7.05,5.26,80.77,32.78,25.16
7.5,-72.5,2023,5,27,7.34,4.12,87.22,22.73,14.1
8.5,-72.5,2023,5,27,7.07,5.22,69.58,37.45,24.74
9.5,-72.5,2023,5,27,7.14,6.19,76.3,35.51,25.66
10.5,-72.5,2023,5,27,7.23,5.51,82.88,29.69,22.5
11.5,-72.5,2023,5,27,7.14,5.17,87.34,31.03,25.66
7.5,-72.5,2023,5,28,7.38,5.24,85.86,22.8,14.26
8.5,-72.5,2023,5,28,7.1,6.4,69.82,37.86,24.56
9.5,-72.5,2023,5,28,7.19,6.89,75.56,36.13,25.22
10.5,-72.5,2023,5,28,7.29,6.85,78.86,30.96,21.88
11.5,-72.5,2023,5,28,7.21,6.89,79.63,33.15,24.98
7.5,-72.5,2023,5,29,7.34,5.38,83.84,23.57,14.14
8.5,-72.5,2023,5,29,7.08,4.59,70.91,34.94,25.67
9.5,-72.5,2023,5,29,7.09,4.24,72.98,34.64,26.33
10.5,-72.5,2023,5,29,7.2,5.39,78.63,31.25,22.52
11.5,-72.5,2023,5,29,7.15,5.95,78.11,33.87,25.45
7.5,-72.5,2023,5,30,7.32,3.73,86.77,23.6,14.66
8.5,-72.5,2023,5,30,6.91,5.34,74.63,35.25,24.98
9.5,-72.5,2023,5,30,6.95,4.28,79.75,34.96,25.85
10.5,-72.5,2023,5,30,7.26,2.98,88.65,28.11,21.23
11.5,-72.5,2023,5,30,7.18,4.69,80.99,32.22,24.7
7.5,-72.5,2023,5,31,7.36,4.49,85.13,23.0,13.71
8.5,-72.5,2023,5,31,7.02,5.87,63.35,39.14,24.64
9.5,-72.5,2023,5,31,7.12,6.18,70.71,36.67,25.59
10.5,-72.5,2023,5,31,7.13,5.26,80.89,29.89,22.47
11.5,-72.5,2023,5,31,7.06,5.24,80.45,32.89,25.81
7.5,-72.5,2023,6,1,7.13,4.49,84.09,23.39,14.1
8.5,-72.5,2023,6,1,7.0,6.1,56.42,39.36,25.09
9.5,-72.5,2023,6,1,7.03,5.67,66.69,35.35,26.65
10.5,-72.5,2023,6,1,7.07,5.13,75.87,30.45,22.37
11.5,-72.5,2023,6,1,7.11,5.59,80.33,34.97,25.74
7.5,-72.5,2023,6,2,7.21,4.65,79.4,23.05,13.86
8.5,-72.5,2023,6,2,7.01,5.02,59.42,37.49,24.64
9.5,-72.5,2023,6,2,7.05,4.76,68.07,35.66,25.59
10.5,-72.5,2023,6,2,7.17,5.13,75.77,30.78,22.62
11.5,-72.5,2023,6,2,7.11,6.11,78.67,32.5,26.01
7.5,-72.5,2023,6,3,7.41,5.51,74.79,23.97,13.64
8.5,-72.5,2023,6,3,7.17,7.04,51.34,39.69,24.77
9.5,-72.5,2023,6,3,7.26,7.15,60.6,35.8,25.78
10.5,-72.5,2023,6,3,7.3,6.86,69.57,30.32,22.4
11.5,-72.5,2023,6,3,7.24,6.64,77.84,33.98,25.32
7.5,-72.5,2023,6,4,7.18,5.13,80.12,23.75,12.07
8.5,-72.5,2023,6,4,7.03,5.75,52.89,39.76,24.44
9.5,-72.5,2023,6,4,7.05,5.42,59.99,38.37,26.16
10.5,-72.5,2023,6,4,7.19,4.8,73.55,31.95,21.56
11.5,-72.5,2023,6,4,7.25,5.5,75.64,34.92,25.33
7.5,-72.5,2023,6,5,7.07,4.27,82.81,22.42,13.59
8.5,-72.5,2023,6,5,6.93,3.96,60.8,38.59,25.77
9.5,-72.5,2023,6,5,6.91,2.63,67.42,37.08,25.13
10.5,-72.5,2023,6,5,7.0,2.03,73.63,32.21,22.05
11.5,-72.5,2023,6,5,7.04,3.72,79.02,34.32,25.66
7.5,-72.5,2023,6,6,7.01,4.73,80.37,22.74,12.37
8.5,-72.5,2023,6,6,6.95,5.96,59.3,38.27,23.09
9.5,-72.5,2023,6,6,6.92,5.49,65.57,37.37,26.02
10.5,-72.5,2023,6,6,7.03,4.92,71.71,30.98,22.64
11.5,-72.5,2023,6,6,7.03,5.74,80.17,32.1,26.19
7.5,-72.5,2023,6,7,7.23,5.25,83.3,23.04,13.78
8.5,-72.5,2023,6,7,7.11,6.4,51.37,39.38,25.07
9.5,-72.5,2023,6,7,7.13,6.54,58.74,38.94,27.03
10.5,-72.5,2023,6,7,7.17,6.28,66.45,33.46,22.79
11.5,-72.5,2023,6,7,7.11,6.27,72.81,36.27,26.19
7.5,-72.5,2023,6,8,7.23,3.43,89.17,21.94,14.9
8.5,-72.5,2023,6,8,7.03,5.28,56.31,39.92,26.39
9.5,-72.5,2023,6,8,7.02,5.37,56.04,39.53,27.87
10.5,-72.5,2023,6,8,7.19,4.7,66.11,34.18,23.45
11.5,-72.5,2023,6,8,7.16,6.21,75.32,35.52,26.94
7.5,-72.5,2023,6,9,7.16,5.17,84.06,23.33,13.7
8.5,-72.5,2023,6,9,7.07,6.2,57.64,40.49,24.61
9.5,-72.5,2023,6,9,7.07,5.75,64.52,38.52,26.08
10.5,-72.5,2023,6,9,7.23,5.33,74.9,31.78,22.64
11.5,-72.5,2023,6,9,7.21,6.39,76.41,34.16,26.25
7.5,-72.5,2023,6,10,7.25,5.22,84.83,23.09,14.63
8.5,-72.5,2023,6,10,6.97,6.32,55.17,39.81,25.92
9.5,-72.5,2023,6,10,6.95,5.5,66.01,35.41,27.22
10.5,-72.5,2023,6,10,7.11,5.26,75.83,30.79,22.95
11.5,-72.5,2023,6,10,7.14,6.48,78.13,32.73,26.25
7.5,-72.5,2023,6,11,7.31,4.75,87.36,22.09,14.14
8.5,-72.5,2023,6,11,7.16,5.52,63.39,39.1,25.29
9.5,-72.5,2023,6,11,7.15,6.12,67.33,36.55,26.07
10.5,-72.5,2023,6,11,7.26,6.14,79.02,30.9,22.0
11.5,-72.5,2023,6,11,7.18,6.64,78.33,32.45,25.82
7.5,-72.5,2023,6,12,7.42,4.18,85.71,22.33,14.43
8.5,-72.5,2023,6,12,7.05,5.44,59.17,38.77,25.03
9.5,-72.5,2023,6,12,7.04,5.43,60.83,37.68,26.31
10.5,-72.5,2023,6,12,7.11,5.4,72.33,31.72,22.69
11.5,-72.5,2023,6,12,7.18,6.36,78.51,31.63,26.29
7.5,-72.5,2023,6,13,7.4,6.05,83.47,23.45,13.93
8.5,-72.5,2023,6,13,7.23,6.58,50.52,40.6,26.8
9.5,-72.5,2023,6,13,7.16,6.24,58.63,38.15,26.86
10.5,-72.5,2023,6,13,7.2,5.68,71.17,32.45,22.8
11.5,-72.5,2023,6,13,7.23,6.75,76.33,33.54,25.77
7.5,-72.5,2023,6,14,7.36,4.13,87.25,22.01,14.84
8.5,-72.5,2023,6,14,7.08,5.86,55.87,38.84,27.36
9.5,-72.5,2023,6,14,7.03,6.21,61.18,37.48,27.69
10.5,-72.5,2023,6,14,7.15,6.11,69.85,33.89,23.01
11.5,-72.5,2023,6,14,7.21,6.53,76.79,33.67,26.35
7.5,-72.5,2023,6,15,7.24,4.13,83.68,22.03,12.45
8.5,-72.5,2023,6,15,7.03,5.01,46.33,39.3,24.79
9.5,-72.5,2023,6,15,6.97,5.29,57.67,38.22,26.03
10.5,-72.5,2023,6,15,7.06,4.44,70.2,32.7,23.28
11.5,-72.5,2023,6,15,7.0,5.24,74.03,33.28,26.7
7.5,-72.5,2023,6,16,7.2,3.04,88.3,21.22,13.21
8.5,-72.5,2023,6,16,6.97,5.1,51.36,38.2,25.55
9.5,-72.5,2023,6,16,6.89,3.83,58.61,38.48,26.5
10.5,-72.5,2023,6,16,6.93,5.48,68.36,32.27,22.69
11.5,-72.5,2023,6,16,6.92,6.39,71.87,33.95,26.43
7.5,-72.5,2023,6,17,7.15,3.97,87.06,21.64,14.81
8.5,-72.5,2023,6,17,7.14,5.6,54.89,37.37,24.79
9.5,-72.5,2023,6,17,7.06,5.74,58.24,38.51,25.85
10.5,-72.5,2023,6,17,7.1,4.47,67.22,32.76,22.01
11.5,-72.5,2023,6,17,6.88,4.81,69.74,34.47,26.35
7.5,-72.5,2023,6,18,7.37,4.33,84.59,22.07,12.98
8.5,-72.5,2023,6,18,7.08,5.89,46.47,39.02,24.8
9.5,-72.5,2023,6,18,7.06,5.78,55.45,38.58,25.93
10.5,-72.5,2023,6,18,7.13,6.08,65.84,33.35,22.08
11.5,-72.5,2023,6,18,7.15,6.04,66.84,35.74,26.06
7.5,-72.5,2023,6,19,7.43,5.55,83.04,22.76,13.18
8.5,-72.5,2023,6,19,7.3,6.99,40.84,40.53,27.7
9.5,-72.5,2023,6,19,7.27,7.04,49.41,40.81,26.27
10.5,-72.5,2023,6,19,7.34,6.55,60.45,35.08,22.54
11.5,-72.5,2023,6,19,7.28,6.38,65.97,36.56,26.38
7.5,-72.5,2023,6,20,7.42,4.33,83.63,23.23,13.81
8.5,-72.5,2023,6,20,7.3,6.55,40.25,41.46,28.52
9.5,-72.5,2023,6,20,7.27,6.92,49.7,41.15,26.91
10.5,-72.5,2023,6,20,7.36,6.8,59.26,35.4,22.74
11.5,-72.5,2023,6,20,7.27,7.12,64.59,37.57,26.36
7.5,-72.5,2023,6,21,7.26,3.86,84.99,23.22,15.22
8.5,-72.5,2023,6,21,7.13,6.29,41.45,41.77,28.46
9.5,-72.5,2023,6,21,7.15,6.78,51.37,40.47,28.41
10.5,-72.5,2023,6,21,7.24,6.23,62.73,34.43,22.62
11.5,-72.5,2023,6,21,7.33,7.19,63.87,36.81,26.56
7.5,-72.5,2023,6,22,7.05,4.54,88.28,22.12,14.87
8.5,-72.5,2023,6,22,7.04,5.86,46.47,40.77,28.27
9.5,-72.5,2023,6,22,7.02,6.2,55.67,39.16,27.28
10.5,-72.5,2023,6,22,7.15,6.32,69.91,33.4,23.24
11.5,-72.5,2023,6,22,7.18,7.02,67.15,36.5,26.78
7.5,-72.5,2023,6,23,6.94,4.75,87.48,22.99,15.29
8.5,-72.5,2023,6,23,6.93,5.37,63.28,36.88,25.44
9.5,-72.5,2023,6,23,6.93,5.27,70.32,35.2,25.84
10.5,-72.5,2023,6,23,7.14,5.93,75.92,30.8,22.67
11.5,-72.5,2023,6,23,7.1,6.45,67.69,34.6,26.28
7.5,-72.5,2023,6,24,6.96,4.62,90.69,20.16,14.98
8.5,-72.5,2023,6,24,6.99,5.76,58.51,38.59,25.35
9.5,-72.5,2023,6,24,7.04,6.14,56.87,38.35,26.46
10.5,-72.5,2023,6,24,7.21,5.63,66.5,33.76,21.64
11.5,-72.5,2023,6,24,7.13,4.15,74.2,34.0,25.76
7.5,-72.5,2023,6,25,6.98,4.07,87.47,20.6,13.56
8.5,-72.5,2023,6,25,6.85,4.85,48.36,36.26,25.9
9.5,-72.5,2023,6,25,6.82,4.8,59.09,37.15,26.81
10.5,-72.5,2023,6,25,7.07,4.59,69.21,30.7,23.02
11.5,-72.5,2023,6,25,6.95,5.49,74.82,33.4,25.82
7.5,-72.5,2023,6,26,6.91,3.71,83.49,22.77,13.81
8.5,-72.5,2023,6,26,6.7,4.57,48.23,38.75,27.1
9.5,-72.5,2023,6,26,6.73,4.93,58.48,37.36,26.85
10.5,-72.5,2023,6,26,7.01,5.36,69.32,31.02,22.75
11.5,-72.5,2023,6,26,6.97,5.84,75.79,33.05,25.79
7.5,-72.5,2023,6,27,7.19,4.7,82.51,23.51,13.69
8.5,-72.5,2023,6,27,7.05,5.3,45.85,40.52,26.95
9.5,-72.5,2023,6,27,7.03,4.04,52.58,38.77,28.75
10.5,-72.5,2023,6,27,7.14,6.01,73.3,30.66,22.69
11.5,-72.5,2023,6,27,7.13,5.93,70.34,34.7,26.38
7.5,-72.5,2023,6,28,7.23,5.04,83.8,22.94,13.02
8.5,-72.5,2023,6,28,7.05,4.95,46.85,40.41,27.32
9.5,-72.5,2023,6,28,7.04,4.2,58.76,37.35,27.38
10.5,-72.5,2023,6,28,7.18,5.84,69.91,31.0,22.73
11.5,-72.5,2023,6,28,7.23,6.79,72.08,34.33,25.43
7.5,-72.5,2023,6,29,7.33,4.76,84.51,23.46,15.26
8.5,-72.5,2023,6,29,7.12,6.54,43.66,39.86,28.96
9.5,-72.5,2023,6,29,7.15,6.61,51.01,41.66,27.5
10.5,-72.5,2023,6,29,7.2,6.22,61.75,34.36,22.54
11.5,-72.5,2023,6,29,7.16,5.84,67.95,37.03,26.24
7.5,-72.5,2023,6,30,7.0,4.97,81.33,24.08,13.76
8.5,-72.5,2023,6,30,7.04,6.44,44.31,40.59,24.94
9.5,-72.5,2023,6,30,7.08,6.71,45.79,41.6,27.16
10.5,-72.5,2023,6,30,7.25,6.74,55.56,35.81,24.29
11.5,-72.5,2023,6,30,7.19,6.49,72.64,36.43,26.79
7.5,-72.5,2023,7,1,7.01,4.68,81.98,23.47,13.57
8.5,-72.5,2023,7,1,7.06,6.73,44.27,41.27,28.16
9.5,-72.5,2023,7,1,7.07,6.72,49.4,40.85,27.56
10.5,-72.5,2023,7,1,7.12,6.19,62.93,34.57,23.87
11.5,-72.5,2023,7,1,7.16,6.59,70.28,35.66,26.4
7.5,-72.5,2023,7,2,7.23,3.9,83.66,22.64,14.8
8.5,-72.5,2023,7,2,7.04,4.45,52.21,39.12,25.35
9.5,-72.5,2023,7,2,7.02,3.71,56.89,39.14,26.72
10.5,-72.5,2023,7,2,7.16,4.2,71.4,31.25,23.77
11.5,-72.5,2023,7,2,6.99,5.82,74.45,34.38,26.73
7.5,-72.5,2023,7,3,7.17,5.3,83.27,24.07,14.0
8.5,-72.5,2023,7,3,7.15,5.46,51.08,39.72,26.85
9.5,-72.5,2023,7,3,7.13,5.23,59.23,37.14,27.99
10.5,-72.5,2023,7,3,7.12,5.62,74.59,31.68,22.69
11.5,-72.5,2023,7,3,7.19,6.65,73.03,34.27,26.84
7.5,-72.5,2023,7,4,7.26,5.75,83.43,22.16,15.14
8.5,-72.5,2023,7,4,7.11,5.14,62.61,37.34,25.99
9.5,-72.5,2023,7,4,7.1,5.19,64.71,36.85,25.75
10.5,-72.5,2023,7,4,7.1,5.04,67.04,33.92,21.9
11.5,-72.5,2023,7,4,7.12,5.74,67.52,36.23,25.76
7.5,-72.5,2023,7,5,7.12,2.49,87.86,21.71,14.35
8.5,-72.5,2023,7,5,6.99,3.94,78.19,34.38,24.73
9.5,-72.5,2023,7,5,6.97,3.83,65.06,36.12,26.99
10.5,-72.5,2023,7,5,6.93,3.89,68.02,31.31,23.87
11.5,-72.5,2023,7,5,6.95,4.88,68.76,34.59,26.94
7.5,-72.5,2023,7,6,7.05,4.36,85.49,23.0,14.81
8.5,-72.5,2023,7,6,6.85,5.5,57.07,39.77,24.02
9.5,-72.5,2023,7,6,6.8,5.29,55.84,39.72,25.47
10.5,-72.5,2023,7,6,6.83,4.3,62.01,34.18,22.62
11.5,-72.5,2023,7,6,6.71,4.87,67.4,34.28,26.58
7.5,-72.5,2023,7,7,7.18,5.05,83.96,23.41,14.82
8.5,-72.5,2023,7,7,6.91,5.34,57.62,39.12,25.59
9.5,-72.5,2023,7,7,6.91,5.11,52.12,39.33,27.51
10.5,-72.5,2023,7,7,6.96,5.69,63.04,34.41,22.43
11.5,-72.5,2023,7,7,7.02,6.05,65.55,35.72,25.67
7.5,-72.5,2023,7,8,7.35,3.29,86.83,20.88,14.82
8.5,-72.5,2023,7,8,7.05,4.06,58.34,38.05,24.48
9.5,-72.5,2023,7,8,7.04,4.58,51.81,39.13,26.91
10.5,-72.5,2023,7,8,7.0,4.81,62.4,34.32,22.3
11.5,-72.5,2023,7,8,7.02,5.86,64.12,36.3,26.42
7.5,-72.5,2023,7,9,7.5,5.03,81.56,23.03,13.82
8.5,-72.5,2023,7,9,7.12,6.37,59.03,39.83,23.31
9.5,-72.5,2023,7,9,7.17,6.03,56.64,38.96,24.2
10.5,-72.5,2023,7,9,7.17,5.76,66.5,33.2,22.56
11.5,-72.5,2023,7,9,7.2,6.63,68.14,35.05,26.57
7.5,-72.5,2023,7,10,7.31,3.41,87.19,21.51,14.31
8.5,-72.5,2023,7,10,6.99,4.89,55.96,38.6,25.83
9.5,-72.5,2023,7,10,7.0,5.44,53.76,39.33,26.97
10.5,-72.5,2023,7,10,6.99,5.57,66.1,33.33,22.81
11.5,-72.5,2023,7,10,6.87,6.5,67.8,34.8,26.85
7.5,-72.5,2023,7,11,7.2,3.49,84.03,23.44,13.69
8.5,-72.5,2023,7,11,6.93,5.36,57.42,39.08,25.28
9.5,-72.5,2023,7,11,6.91,5.69,66.63,35.89,26.89
10.5,-72.5,2023,7,11,7.04,5.48,78.75,29.49,23.0
11.5,-72.5,2023,7,11,7.17,5.98,76.21,32.39,26.41
7.5,-72.5,2023,7,12,7.33,5.41,84.88,22.83,14.26
8.5,-72.5,2023,7,12,7.04,6.4,57.8,39.63,24.89
9.5,-72.5,2023,7,12,7.04,6.33,62.36,37.79,25.85
10.5,-72.5,2023,7,12,7.17,5.77,76.24,30.44,21.74
11.5,-72.5,2023,7,12,7.24,6.39,75.25,33.14,25.59
7.5,-72.5,2023,7,13,7.48,6.03,84.81,23.04,15.61
8.5,-72.5,2023,7,13,7.28,7.03,52.26,40.52,27.43
9.5,-72.5,2023,7,13,7.27,6.98,50.92,38.85,27.39
10.5,-72.5,2023,7,13,7.26,6.26,66.62,33.49,22.6
11.5,-72.5,2023,7,13,7.26,6.81,70.34,34.36,25.95
7.5,-72.5,2023,7,14,7.37,2.81,87.54,23.03,14.47
8.5,-72.5,2023,7,14,6.96,4.29,55.62,39.2,26.57
9.5,-72.5,2023,7,14,6.96,5.06,53.78,37.57,27.55
10.5,-72.5,2023,7,14,7.12,5.55,70.79,31.55,23.01
11.5,-72.5,2023,7,14,7.05,5.97,69.69,33.62,26.75
7.5,-72.5,2023,7,15,7.34,5.07,83.9,22.46,13.57
8.5,-72.5,2023,7,15,7.04,6.23,50.3,39.54,26.58
9.5,-72.5,2023,7,15,7.04,5.58,54.32,37.84,28.02
10.5,-72.5,2023,7,15,7.17,5.39,72.1,31.77,22.74
11.5,-72.5,2023,7,15,7.04,5.67,72.89,32.24,27.09
7.5,-72.5,2023,7,16,7.28,3.84,85.24,22.72,14.69
8.5,-72.5,2023,7,16,7.0,4.54,52.77,39.57,26.83
9.5,-72.5,2023,7,16,7.0,4.11,52.69,38.37,27.6
10.5,-72.5,2023,7,16,7.1,4.8,70.18,31.77,22.66
11.5,-72.5,2023,7,16,7.02,5.24,72.87,33.05,26.54
7.5,-72.5,2023,7,17,7.32,4.49,89.25,20.92,14.81
8.5,-72.5,2023,7,17,7.09,6.11,47.27,39.08,28.44
9.5,-72.5,2023,7,17,7.08,5.95,52.11,38.72,28.1
10.5,-72.5,2023,7,17,7.03,6.08,68.66,32.26,23.16
11.5,-72.5,2023,7,17,7.11,5.81,68.34,34.22,26.9
7.5,-72.5,2023,7,18,7.43,5.15,81.64,23.02,13.42
8.5,-72.5,2023,7,18,7.2,6.65,41.58,40.02,27.55
9.5,-72.5,2023,7,18,7.14,6.31,44.74,39.16,29.21
10.5,-72.5,2023,7,18,7.06,5.64,65.1,33.16,23.02
11.5,-72.5,2023,7,18,7.05,6.15,69.34,34.36,26.94
7.5,-72.5,2023,7,19,7.36,4.76,81.91,23.37,14.03
8.5,-72.5,2023,7,19,7.31,6.39,40.55,40.66,28.34
9.5,-72.5,2023,7,19,7.32,6.73,42.45,41.27,29.31
10.5,-72.5,2023,7,19,7.33,6.58,59.83,35.65,22.99
11.5,-72.5,2023,7,19,7.25,6.9,65.69,35.77,27.13
7.5,-72.5,2023,7,20,7.42,4.88,78.88,23.29,12.02
8.5,-72.5,2023,7,20,7.3,7.11,37.33,40.3,28.05
9.5,-72.5,2023,7,20,7.3,7.23,37.1,41.34,28.44
10.5,-72.5,2023,7,20,7.27,6.44,59.77,34.32,23.08
11.5,-72.5,2023,7,20,7.26,7.14,66.44,35.87,27.49
7.5,-72.5,2023,7,21,7.34,4.42,83.17,22.59,13.81
8.5,-72.5,2023,7,21,7.26,6.6,39.32,40.31,29.64
9.5,-72.5,2023,7,21,7.27,6.96,37.62,40.75,29.36
10.5,-72.5,2023,7,21,7.29,5.96,58.23,34.56,23.55
11.5,-72.5,2023,7,21,7.21,6.88,62.69,37.31,27.96
7.5,-72.5,2023,7,22,7.32,4.74,83.8,23.44,14.44
8.5,-72.5,2023,7,22,7.11,4.95,41.25,40.36,28.86
9.5,-72.5,2023,7,22,7.05,4.88,41.14,39.68,30.08
10.5,-72.5,2023,7,22,7.04,5.0,64.82,32.38,23.5
11.5,-72.5,2023,7,22,7.06,5.89,69.8,34.19,26.98
7.5,-72.5,2023,7,23,7.22,4.28,84.76,22.25,14.65
8.5,-72.5,2023,7,23,6.78,5.58,45.68,39.39,27.22
9.5,-72.5,2023,7,23,6.79,5.38,46.31,38.75,29.05
10.5,-72.5,2023,7,23,6.51,4.26,67.83,31.9,23.38
11.5,-72.5,2023,7,23,6.7,4.68,70.22,33.56,27.08
7.5,-72.5,2023,7,24,7.42,5.93,84.34,23.07,14.01
8.5,-72.5,2023,7,24,7.15,6.29,41.8,40.72,28.35
9.5,-72.5,2023,7,24,7.15,5.9,43.77,40.16,29.74
10.5,-72.5,2023,7,24,7.15,5.34,64.94,34.18,23.7
11.5,-72.5,2023,7,24,7.04,5.87,66.46,35.66,27.11
7.5,-72.5,2023,7,25,7.16,4.86,83.94,22.95,14.53
8.5,-72.5,2023,7,25,6.98,5.72,50.67,39.34,27.45
